	Sample_14456	Sample_18636	Sample_18637	Sample_20028	Sample_22793	Sample_25572	Sample_25573	Sample_26984	Sample_26985	Sample_501
AKR7A3	6.62142752478325	6.6495804654012	6.67126202388662	6.73068167430799	6.7202488463254	6.64011514651184	6.57391169129972	6.48713218198656	6.72142982097506	6.76360038240995
AKT1	7.51849097986452	7.24483853082315	7.29182403065161	7.33058990405828	7.67052791634457	7.40342142642092	7.28682534352441	6.77857767880838	7.36411287576448	7.36419511723732
AKT1S1	5.10988640687386	5.13498003630317	5.13147032187612	5.2170872775932	5.37994199319674	5.06418924751563	5.05920302480349	4.93976044378755	5.04083818031375	5.2709499112409
AKT2	6.32281656134323	6.13007071692268	6.45561121823702	6.42326328370322	6.63972309001761	6.38022343312594	6.32818662913261	6.45840453915228	6.36857094782087	6.2710946569969
AKT3	5.88170553350154	5.66959818379796	6.09994371916786	6.18881582126461	6.00537861225882	5.7533438907048	6.03284446753006	5.85705012334712	5.77385192685421	5.88982525360472
AKTIP	7.69700606247395	7.50138919393306	7.80029119422237	8.13984396094435	8.5623041422391	7.83671323228526	8.00024530207601	8.41027949022507	7.84758293903883	7.69357758193314
AL008627.1	6.09529605967723	5.8037207406292	6.36653456541066	6.31782666443604	6.3558867397981	5.97247341264011	6.21706755962124	5.99677270239503	6.06074821506705	6.26382606466993
AL008638.2	5.10735509577759	4.98104910452476	5.06510178282348	5.17367679327238	5.15845385935521	5.16509495003509	5.19521610176842	5.17745366049922	5.08056292770373	5.32304651452549
AL008718.2	4.2931977675509	4.2510117022966	4.44892246934709	4.5264342153827	4.05997176441307	4.32218888728075	4.29045382521613	4.50969754411735	4.34798090126909	4.67413367982287
AL008721.2	4.77982504761939	4.51985022412056	3.69130511527058	4.88517093516741	4.9616732153435	5.08586548602906	4.78977854968857	5.08469202745326	4.91825515735397	4.38617652120157
AL008729.1	4.54708048701124	4.47500580519983	4.27455452217794	4.41156185656686	4.57071293671756	4.71315879992257	4.33209139909939	4.8108672997606	4.4835937958104	4.45101199800178
AL008729.2	6.84864659522971	7.68395291111721	6.12819851983737	6.67854206575444	6.61587827023726	6.75323164065966	6.19785409932103	6.78319935277583	7.05983455643077	6.29814179811512
AL009178.2	3.41512404099874	3.46512301931071	3.54278174849071	3.81019785079745	3.55232419309174	3.3996364639962	3.6159227449538	3.55252670660897	3.58206749569585	3.48011262041224
AL020989.1	3.64677528327047	3.70843625680447	3.4247653676666	3.54639280239053	3.86347298269342	3.54291556926274	3.42251292201161	3.50603052941016	3.55372375316937	3.40839903584347
AL020995.1	3.04924731137238	3.14012908950583	3.05120221015917	3.0484426116974	3.0090866880668	3.02137207702339	3.01785870690171	3.31239172437254	3.07106246318226	3.27719753934758
AL021068.1	3.72930199336388	3.60419653151365	3.67144359668584	3.45240743621981	3.75938042561695	3.67363942147125	3.706831201907	4.00015426872734	3.4510326854766	3.75511214264818
AL021328.1	3.20689339475257	3.08241230207987	3.27773190149933	3.31502853646781	3.37229252289137	3.25502012549777	3.18174578972675	3.17155251799826	3.26147287342582	3.27262739889874
AL021392.1	5.27577444694669	5.01930849652064	5.1547573041619	5.24352307313765	5.26863183489363	5.34669536465662	5.22342443884907	5.38195040862216	5.38681163190333	5.21138918073677
AL021396.1	4.11892671087243	4.19427493467245	4.05056655063826	4.12963279818228	4.18531909817881	4.10328300247828	4.14286848738833	3.97068354782087	3.89050090303022	3.93677122042289
AL021578.1	3.53465921468148	3.5841413443117	3.5663926273985	3.88020197883078	3.66272802557924	3.4666342525111	3.58259722165833	3.45983497642066	3.53830363755179	3.55256394348668
AL021707.2	3.80210615280071	3.67671199289663	3.80451843347051	3.86601849250532	3.95407187060656	3.83354577682059	3.89646427894666	3.7266447905776	3.87550026125091	3.85413602692853
AL021707.6	4.81686458835323	4.97093830651619	4.9343280848884	5.0169682441771	4.95091968450564	4.81485753892092	5.01418142920411	4.79235155976604	4.53478885851877	4.85160385750224
AL021877.1	4.74692319150634	4.86743472708168	4.70248434905868	4.66994527601386	4.54978798929073	4.47851079042437	4.78389579590389	4.65000427676724	4.70376565543963	4.54918315714576
AL021920.1	3.32160548213912	3.38756626874533	3.3301464935943	3.34697897503492	3.48087932400998	3.32710828698123	3.42397670019453	3.30795752404475	3.33103631987878	3.41571212992082
AL022068.1	4.165988613369	4.11626994491313	4.32410224603314	4.09459383534757	4.28954551531373	4.22612509476387	4.24051704996691	4.22175455498483	4.14658999106274	4.49169815380848
AL022069.2	3.8531940499203	3.8909182705604	3.89087232559935	3.72459171461181	3.81996724732138	3.88762340826209	3.92242078694035	3.62387902406438	3.94356479649201	3.78646183820527
AL022097.1	5.94021004292935	5.62230485853033	5.56754785095536	5.49487865284187	5.58581586912845	5.74379743360333	5.6772052951556	5.68665264753228	5.9122146583958	5.76787462139103
AL022313.1	3.98027519181519	3.7965919818918	3.9191627685616	3.88772530206191	4.0164474011851	3.74402763105181	3.93236939992422	3.96824671148917	3.78313658828568	3.72617253857686
AL022313.4	4.15040647337615	4.16352186387608	4.19474252282309	4.41313946209566	4.26336332977087	4.46903471039978	3.96491822872836	3.92547903790282	4.29447224174897	4.22405534874283
AL022323.4	3.99773388747051	3.52958426032619	3.55442651092749	3.90771518429459	3.91640653041704	3.97801504475998	3.887913453676	3.89135733337294	3.97957159703515	3.93952457391125
AL022324.3	5.10119717801071	4.9894436045019	4.99367342503648	5.07570339382803	5.1590740621591	5.18385689986016	5.24551191762311	5.07860183099175	5.32562775618294	4.90306998362995
AL022329.1	3.00992141724234	3.38381332420966	3.09879065898645	3.24965949653753	3.10538490065863	3.14865106401718	3.08095124758118	3.10737988048709	3.02712600647561	3.09494128832669
AL022332.1	3.35083405478034	3.18326797159208	3.23381765982886	3.07237227891521	3.47017188666778	3.19516450078027	3.15260349605131	3.19048033002447	3.26851342349138	3.19969981022673
AL022341.1	4.2007509992419	4.36231306881018	4.37023598437188	4.08486451793422	4.19873738303682	4.13980688161357	4.10453746497256	4.24558735414388	4.33605392520122	4.22017709493592
AL022344.1	3.82644028351643	4.27957165074085	3.92492758572017	4.05901588735947	4.05644505884392	3.93013054651589	4.06728235471678	4.01285956762788	4.1172959946264	3.99743857644219
AL022476.1	4.5984201996013	4.43685621721031	4.69529589728347	4.53819992008244	5.14075628090281	4.73134387952248	4.51830052733702	4.48818610423885	4.83811487738429	4.69471715118221
AL023284.4	4.3388093107603	4.54128895886284	4.85567588464709	4.39058702945095	4.21516370602533	5.2959520325727	4.18091778792974	4.86322462810789	4.36197024536566	4.28274681737572
AL023755.1	4.65012647849666	4.98441357649993	4.587346637039	4.60718575585442	4.85103139094356	4.77178422813987	4.5085456724128	4.57692558756474	4.36337772878137	4.59331089712092
AL023773.1	3.59038067099789	3.6289991498469	3.66939889296926	3.63864367805821	3.58267524078814	3.8180600662007	3.51032304577254	3.61161506007436	3.61568742190833	3.47832015209318
AL023775.1	3.65903909998798	3.7989224783235	3.97880648205016	3.89058966675009	3.60236480590421	3.7096799149867	3.81685473698859	3.62521638237821	3.67590194185158	3.63445413555231
AL023973.1	4.69521675228327	4.49448640216313	4.44802239589512	4.81534206208136	4.62552850834615	4.49144083073512	4.67531227888825	4.52765010956462	4.51357194208339	4.82694043606541
AL024493.1	3.10062648633124	3.23527161710328	3.11314845415167	3.32573899983008	3.19466946664047	3.19016209951848	3.06317090466055	3.10702812235361	3.15717933945641	3.08642623505804
AL024498.1	3.67784662965537	3.59061094771968	3.64373018561975	3.635807059694	3.59896933913106	3.64579830589013	3.66965710103169	3.68162199424461	3.51812725417404	3.66810080591801
AL024508.1	5.15070517127299	5.15393427177948	4.99018612151995	5.07743186730125	5.26514227559469	5.06811874035394	5.14910674259762	4.84619327882286	5.12235808183181	5.24241102569819
AL024509.1	6.1523743925216	6.39325884059008	6.30642327121522	6.15601192679702	6.17098188031851	5.95430245575785	6.23118464732517	6.08730207002547	6.20416533729706	6.1119026430619
AL024509.2	3.62837409509999	3.70888494605991	3.63068603254226	3.72425309856433	3.971670099294	3.56773539858888	3.5860953625552	3.70228177485937	3.77343862502845	3.79065644663881
AL024509.3	3.51310977307455	3.93215329928154	3.72219935470298	3.59256177429464	3.64750488009528	3.61836953081009	3.83024209047242	3.5794840200587	3.69175097498581	3.59241258168609
AL031009.1	5.15108569390417	5.23046212248372	5.11294544842811	5.47205773675494	5.06334957122377	5.19903775311589	5.22333135247778	5.32424282689136	4.83925937326475	5.09970085483607
AL031056.1	3.66063214380538	3.41545832363065	3.52760122263132	3.46658083080768	3.6333667505237	3.42972212008057	3.49455240269184	3.525831306796	3.39377145259388	3.38283908459633
AL031058.1	3.71552279221383	3.46993437168669	3.79379778743547	3.63320548800956	3.73062868252096	3.77498365153865	3.60353326519466	3.91677815976577	3.7052562183314	3.71820928098281
AL031073.1	4.24128966285109	3.99393498271405	4.23705600915649	4.27907903821254	4.39978196836698	4.14987592387146	4.22258483908306	4.23696841256929	4.15659683606689	4.28833778352107
AL031118.1	3.83892560903915	3.91196004186777	3.75805117818028	3.93505211956146	3.63102961387616	3.67688011876895	4.03105265102517	3.99783331812227	3.83348337641694	3.89038727782009
AL031119.1	3.06876877951692	3.06839413745448	3.05548567634064	3.08028723774787	2.90964151633533	2.95685441199681	2.99090739889057	3.09444448565287	3.08502672859704	2.97686382238118
AL031280.1	5.36964710371905	4.96032352119821	5.09220708574714	4.77128751078483	6.16394571512644	5.53328085330276	5.72317968624534	5.36549531214345	5.01877593836085	5.5528904473757
AL031283.2	3.57765963457704	3.45317588805732	3.61631762410227	3.79275668961424	3.56917693142714	3.54864186514355	3.70418431814656	3.73062644616479	3.78189604373288	3.61028795212324
AL031313.1	4.21104578199832	4.58855393764959	4.3093877585094	4.35189904799616	4.43717814085854	4.40394426550568	4.53489633086643	4.16569292841743	4.52137769187709	4.28330702246731
AL031316.1	5.93284788041129	5.60753300087451	5.59521779759879	5.8163220400939	5.72120577670118	5.83772628392772	5.69540305912959	5.64985960424961	5.72038329273684	5.62706774440323
AL031587.1	5.817888719067	5.40435634742976	5.58589264975849	5.33622392680604	5.88517465043499	5.90593757192653	5.58918644851941	5.54152910073071	5.70032075445664	6.100989282587
AL031594.1	4.40585082461658	4.41096530296062	4.43204180544661	4.51229761268275	4.04213697069522	4.24853104742086	4.58151317159598	4.33865497083549	4.53513898182529	4.35455334889033
AL031598.1	4.95785969482055	4.96305949345847	5.2125183205003	5.16217185189316	5.32759446052821	5.16076659719074	5.094657596208	4.86401400402436	5.02539755595721	5.12632700219304
AL031651.1	3.19240143763556	3.22557126109177	3.26247780603537	3.1562902617588	3.22485460931575	3.15523208748059	3.3653276898501	3.08376515695398	3.31355903050688	3.13799968522902
AL031656.1	4.16545124323945	4.18605532481494	4.32803084949786	4.24734512417851	4.18550520056803	4.34206801942383	4.46832158809583	4.48117299112505	4.1430255373905	4.46364961955973
AL031658.1	6.36826845519067	6.25923192332887	6.04615664603481	5.85381505493488	6.31935644273627	6.53156464091443	6.11882719553479	6.02161071429136	6.20515300673441	6.33391080964704
AL031658.2	3.76666569830225	3.84822487608754	3.66277826661469	3.78538845496789	3.8257589341038	3.84222535974895	3.78515735709137	3.6281460506846	3.81359232442052	3.74867349422657
AL031666.1	3.94525724855517	3.71066258743572	4.03218161688871	3.97984615220914	4.13288511072446	4.04665421738045	3.85667100256544	4.11723915883885	4.09778412821862	4.10654410217151
AL031666.2	3.60606246258104	3.6146365135419	3.53689607245321	3.4732175976674	3.53328266522018	3.48772843168632	3.53461153110504	3.59580409229103	3.52634622025032	3.58571298224536
AL031666.3	7.17932068128854	7.01220791844831	7.137152479878	6.82899567437491	7.0533838280291	7.25664875726202	7.13425836716806	7.30752708065261	7.11170378952955	7.19426854379518
AL031673.1	4.17574860508612	4.06379216562922	4.13520823899159	4.17163588072932	4.05985092466408	4.1428045732162	4.32547931471241	4.1861842392066	4.03269934669813	4.1596967562486
AL031676.1	3.14423895696537	3.12972380162314	3.22707522280355	3.28465336271308	3.16031768672583	3.06103496448064	3.26371740522612	3.13186782068895	3.13983080717731	3.25484248158792
AL031710.1	4.03898303192989	4.02861706049064	4.00038289638556	4.14516084993448	4.52426649968531	4.21363112247108	4.47808900068932	4.2097235421736	4.51642291528542	4.28008406176615
AL031719.1	6.65422200710497	4.89419567350241	6.036840694193	5.73502455711572	5.56133324424332	4.85370096848575	5.3384389774236	5.90917014163045	6.73136322109901	5.04441401165447
AL031767.1	3.76086748663751	3.84389476000919	3.60550039417658	3.56581752667015	3.71817922371699	3.63558701774129	3.88741112167645	3.61645657756933	3.7929597403254	3.74951701006994
AL031775.1	6.37494421774123	6.13725035216928	6.4074169240051	6.34993618340185	6.57654377046434	6.23978278220499	5.91121464334993	6.41294444041424	6.54329001797614	6.38377693197398
AL031848.2	3.83117313332169	3.82977312518797	3.87173577076973	4.0661073727485	4.12907885827454	4.03077573844245	3.91064719092229	3.69447741817428	3.93748173656375	3.87059239770954
AL031864.1	4.09379007517921	4.05102017042447	4.060884451296	4.10498262582541	4.34759447702887	4.04771328606279	4.21584503519931	4.35253009455571	3.98455552099431	4.04400498756282
AL031985.3	5.1909450730957	4.95019172775459	5.18872859763986	4.76425177242394	4.83438480298767	5.36168391991077	5.26267846509496	5.23186429718716	5.20636504230564	5.20202067894051
AL032819.2	5.2130571853576	5.49900039773152	5.55406005332982	5.28746528594367	6.12699938257804	5.42715219538843	5.5004358000902	5.34067795694774	5.52238538142194	5.34997599494527
AL033380.1	5.65376993130651	5.46801643247405	5.65249056127845	5.24994541377117	5.70752327111892	5.75662443311256	5.72867485198732	5.46959766988068	5.29986364548378	5.79753874454615
AL033381.1	4.15277646417915	4.14317998945759	4.16083250003869	4.43418091141382	4.50275450299889	4.01990995641141	4.05467051278745	3.96521960718052	4.15339568071264	4.32453027825058
AL033381.2	4.36073410295263	4.42385448470365	4.19655798727711	4.31696432278882	4.57121041735104	4.34277043634191	3.9824841439994	4.29695416723938	4.45354042946544	4.54432269957034
AL033527.3	4.5791729344586	4.844517880939	4.55471829907487	4.27382894679704	4.70684508437076	4.57446024668151	4.62062970160462	4.62291672199964	4.61478157427069	4.42808710138306
AL034369.1	2.93734017670688	2.98012225813328	3.04397288917015	2.89983282591004	3.1288226718465	2.99805392343047	2.99198920572273	3.02453708834794	2.84154016069845	3.01763037731091
AL034399.2	3.86961294393649	3.65147947537463	4.0472669124764	3.82740292664678	3.90807154025814	4.10553408183258	3.68845175535197	4.01941309242039	3.92718736369417	4.02783172217255
AL034403.1	4.61252839144927	4.45477771334974	4.4560133351306	4.41216363313833	4.5640771168489	4.6213937475738	4.52194085724183	4.71294162928717	4.47731783899954	4.72529826282585
AL034548.1	3.4578191899885	3.53773596210392	3.43223466197197	3.40283691432457	3.37175009765951	3.47320518549573	3.4979875206301	3.29147402934106	3.63691604870307	3.24348767307052
AL034550.1	4.57523419514791	5.27381890366116	4.26327614892787	4.41218513661898	4.68412022323634	4.44314804676519	4.83967624843809	4.56253355852316	4.59342899812698	4.59515103390797
AL035071.1	6.05077556428047	6.12416822247737	6.13034680448049	6.05287020965538	5.98808628499312	6.06139693376391	5.90859243130295	6.21857291943619	6.05788467312682	6.00028766657443
AL035078.1	4.09712999779622	3.98670520759952	3.8395916938289	3.7923146253737	4.17755841494539	3.85441847877598	4.18829481023314	3.98342993247666	3.94995822328942	3.9656662096164
AL035252.2	5.11841201505523	5.53575938921524	5.04788094541689	5.25286115496948	5.33855554259491	5.03115407096768	5.45521466996116	4.88494495182846	5.43264031826071	5.41282021369937
AL035252.4	4.08391314811208	4.25832169867313	4.05751417399592	4.0652346250537	4.11546916201379	4.00998032543134	4.21998232820716	4.17267048021512	4.12728151542522	4.39560424116344
AL035417.1	3.48541169243491	3.65486921584444	3.52072262862181	3.53087999161711	3.53313737197865	3.54378805055148	3.55712482430856	3.62268031124909	3.57749225389467	3.49762072805481
AL035425.3	3.41758589888201	3.40850610619432	3.43279449298024	3.30154884814383	3.37554603350843	3.40204339520943	3.43439647239648	3.40041288989523	3.37989677346367	3.43439718036622
AL035448.1	3.17450259134636	3.29332482152329	3.48309707821614	3.52790395963081	3.18240174396246	3.75860621896796	3.42154643485527	3.4681517810101	3.35789060782092	3.46718122319144
AL035458.2	3.37574025938828	3.56191840333639	3.45600570824587	3.4644454566096	3.28128389911636	3.27714740201235	3.44764523722085	3.30811070261242	3.311903252182	3.27673648224862
AL035555.1	3.46062746112747	3.47224138012171	3.45896870167445	3.66260287804704	3.33909233519301	3.55936151772378	3.55915897075876	3.54460130179355	3.56438488463228	3.38070492968939
AL035563.1	5.59099283461035	5.71002064350195	6.03695553215123	5.92788305506232	6.35735788854718	5.29527574414943	5.95459434075496	5.85320588011114	5.97531626464406	5.865942147257
AL035665.1	4.12498035848632	4.05570145519326	4.01601942734854	4.17322639762728	4.11170801980777	4.18274921487332	4.10408647311294	3.93572217686312	4.25549946771293	4.1640726129751
AL035666.1	4.35233187126376	4.38686901830389	4.67440249549157	4.08721475716474	4.67220244395562	4.35231394019264	4.49663684359378	4.61505818610306	4.21226328780124	4.55753268975616
AL035696.3	4.14864896599082	4.10194411978175	4.21253981502799	4.09766680296925	4.07301845065328	3.99284696942922	3.95516781925522	4.12170162118215	4.02958237649822	3.99430800732705
AL049545.1	3.28339587767067	3.19225435994475	3.36629116941568	3.35017112007151	3.44037349391366	3.17646899047342	3.26234214322393	3.21341580044623	3.19065084872749	3.17414101639722
AL049555.1	3.38605407139937	3.39204781683447	3.49958790596619	3.4843045252811	3.50900341227474	3.61975878605921	3.69381192666565	3.45482067575304	3.46378432785557	3.46004355180701
AL049597.2	4.81694751963236	4.6412401654668	4.39971804641479	4.28776344145737	4.72056180670144	4.69413176233036	4.92133265568722	4.50068492612717	4.49708682470188	4.51911027955565
AL049646.1	4.08281232441661	3.90629027018077	3.99416544099957	3.95861083590077	4.04688905053692	3.98861458178959	4.05813625559962	3.99316619297617	4.05554190926378	4.18101388738027
AL049647.1	4.26748492128774	4.56608520649257	4.26525073987395	4.49189165191996	4.34909232998276	4.57005953652359	4.32968640733153	4.266862270407	4.537483805384	4.68184083489764
AL049698.1	3.97397982032061	4.06544234265191	4.13176479878087	4.18363891350694	4.00227780821584	4.05073215098623	4.21718959009668	4.09530821524457	3.98734804430931	4.21766527782401
AL049714.1	3.60001012903608	3.44659238471261	3.34251065763812	3.32132776803953	3.4898709574159	3.56730046389272	3.42280772097131	3.60604131544238	3.68878492419905	3.46798723029227
AL049747.1	4.93121510555019	4.91192741169083	4.82634899029828	4.63406977916631	4.53454273650286	4.95918786043743	4.92771378590037	4.96182455512136	5.10408437646023	4.79644190691147
AL049775.1	3.31847034252713	3.4378086395615	3.29898666511357	3.50828335857106	3.62218013164791	3.32742999849929	3.62471007714395	3.42797333173475	3.32385911811635	3.42761636655163
AL049776.1	3.93544034319034	3.97210776056825	4.32527353719655	4.23406811706019	3.76552620350778	3.97377991098209	3.9055306137601	4.63172109685338	3.67789102198084	4.0247665429851
AL049830.3	3.61486549756109	3.65434588231471	3.72634036370801	3.47733521874735	3.61750671938605	3.532737453552	3.54671339032446	3.69950442376267	3.68740349917961	3.83081490864041
AL049838.1	3.39048185703479	3.45660577183522	3.51353282171562	3.55265015591398	3.37668199614847	3.54734420393565	3.44620632771336	3.67879465668928	3.51622390652631	3.43962224112872
AL049840.1	6.01392143537853	5.9984485146445	6.0609498283093	6.03715788402155	6.27809466480248	6.09376633505089	6.33279063646146	6.32340171634711	6.0305983603833	6.12258710453367
AL049869.3	4.08409933219398	4.04553821705585	4.03182827575379	3.87532465910184	4.25459631101928	3.60854776337535	4.12415411995096	4.21460783800675	3.74903142333615	4.02454861734957
AL050331.3	3.4110849097005	3.13781553229883	3.40440546436713	3.29352539122295	3.46468339708156	3.39631243215414	3.26943423436468	3.26148693858624	3.2038898620054	3.29515126608396
AL050335.1	4.55391372493598	4.1705781178987	4.16346042182057	4.55809197823154	4.55355460225122	4.45466851787228	4.27893348696801	4.3339943862146	4.14066596771871	4.13687636638734
AL050338.2	3.58521575871984	3.34617029379502	3.47487852846951	3.84576920192287	3.71123506168038	3.65726804554444	3.5757934078297	3.50179611399489	3.61209378136766	3.53186532215364
AL050341.2	6.68415768953336	6.21710020167153	6.87943031376571	6.82152022905749	6.89137991161651	6.52756048353571	6.8772410416177	6.91986447791341	6.77537887473422	6.64975595792257
AL050403.1	3.59117028536445	3.59371448992451	3.33394957778489	3.74613050967368	3.44420227166935	3.45176775767278	3.67132396804499	3.62930068372263	3.47051583142998	3.63439117318341
AL050403.2	4.91247605697573	4.84885568640985	4.77294485450367	4.78383220776644	4.80236442539189	4.87114013021371	4.83741631984107	4.68681003456103	4.9406274888307	4.8319272903732
AL078590.2	3.42674353619741	3.47781885703171	3.37754773654618	3.33672368590325	3.51894917584168	3.30842870072534	3.4079398282165	3.53942374558578	3.45371610026915	3.38613610472955
AL078590.3	5.34106476025798	4.93403668601759	5.26232066084414	5.19882682730867	5.35185303223346	5.28963236946143	5.40032855433461	5.62472346016661	5.56176163064981	5.17903291836334
AL078645.2	5.84324261901067	5.56035724547435	5.72925087868614	5.77298689718677	5.50256810662131	5.60796098652579	5.53189700390458	5.5033709974262	6.01218444787096	5.86318500479868
AL079343.1	2.89739759860964	3.12252288651295	3.12409239317432	2.9443977054813	3.14097546084944	2.93769511297034	3.22503510324581	2.90548864934591	3.13441786286917	2.99325430382886
AL080315.1	3.50335876792478	3.69536778852192	3.37359565257053	3.31291165691489	3.289608942794	3.46340168736001	3.43674235070277	3.50167951941369	3.48570562852238	3.54589366953575
AL096678.1	3.51231956045148	3.72641137506983	3.50841700831826	3.65745829213396	3.68584170169748	3.534749828543	3.59043920506653	3.49839493244434	3.51359079333367	3.40496520190784
AL096772.1	3.76951386896542	3.82403805385586	3.8196767382306	3.66777004962562	3.6695867129203	3.76891716867784	3.80801625281821	3.78848305009	3.91714548062874	3.8130718874009
AL096803.1	3.59160789761613	3.55481738948755	3.59927231907278	3.69870354882195	3.48532971377342	3.61299818074454	3.69513659445255	3.55297426112099	3.57521672029167	3.60958979801533
AL096828.2	4.2852235853413	4.14070863143147	4.52524808882414	4.5937276883999	4.33437136655732	4.25912543042493	4.7310794563251	4.43328781571993	4.24643879842414	4.46329437238506
AL096829.1	11.1459887205198	11.0080557570573	11.4663745057775	11.2060296929314	11.4285811464937	11.2879927818133	11.4342939346311	11.3577410587027	11.2476135794848	10.9130212184731
AL096869.2	3.55736833213228	3.3582610342175	3.53831331921838	3.45071154737746	3.53157355425137	3.66659995812809	3.74152955599296	3.65754861855285	3.57019503084496	3.63630656314885
AL096869.3	5.39788459078373	5.20421220086087	5.27510414429817	5.15761013277489	5.5044522298179	5.28718977229799	5.31611066794784	4.99623223047629	5.41223618397368	5.01284262297757
AL109613.1	3.59285026545255	3.66480283874392	3.56364124757381	3.56762441951942	3.49642328241962	3.6046902442432	3.53628556274018	3.47530963739904	3.42858571282951	3.4088770908792
AL109615.2	5.2435445208519	5.00579701486173	5.08315148695942	5.01730577011165	5.3893517415358	5.21148769461035	5.28919031047272	4.9461206231936	5.46462637540442	5.28732205245311
AL109615.3	3.67965538641068	3.60559336852991	3.71222839637875	3.59021765903555	3.59949723913251	3.66611536036581	3.75866022695758	3.56788015562087	3.79109398144611	3.66441220243522
AL109653.1	3.83919452650029	3.81644306704606	3.95920791855637	4.13368371002053	3.92416719882802	4.17357641182257	3.73932062146394	3.99297837774226	3.85823097181599	4.01795307665095
AL109659.2	4.26650602188611	4.25218192174572	4.13144331982858	4.36896909932933	4.22429183953451	4.38298174856372	4.24360417989182	4.34555982939925	4.34357252795098	4.34389866235861
AL109659.3	2.99117830476996	2.9742793395446	3.2486349391531	3.06946980504954	3.08675366545822	3.11730194917095	3.16594425147262	3.18395941423676	3.17639361178624	3.13405282601577
AL109741.1	5.12145077744982	5.18463088224119	5.64925838044414	5.76153042045482	5.17303013633811	5.39978431984373	5.38246235341246	5.91513423360593	4.91581875619879	4.81293014491409
AL109741.3	4.47239445151891	4.33584709465269	4.94667163359269	4.35803251884541	5.53062972062574	4.3440681538136	5.21381923042977	4.38552450362186	4.66307905326889	4.37499250001294
AL109806.1	3.38406831668336	3.47105558797176	3.63652427890347	3.73957286687919	3.47385681272895	3.55232967249031	3.67666566292722	3.59111253073613	3.55732353823121	3.41967605446272
AL109810.2	6.36794228123145	5.99065075683828	6.25555133778041	6.10069079752487	6.42038879778298	6.3882971940341	6.28248759970177	6.24191367604825	6.42808473460672	6.30259524404481
AL109918.1	4.45844626305837	4.47911023134975	4.37590744764673	4.57533463515414	4.44063307137009	4.39252315859869	4.39085496254534	4.24010141814808	4.31257405859788	4.24770602447831
AL109920.1	3.40809563715227	3.38270166271852	3.25441081960648	3.12561299420731	3.39105125184901	3.21227969244176	3.28949292361913	3.19441320550595	3.15718608089503	3.29410703089946
AL109924.1	4.29211570324152	4.30991390585748	4.34913291855327	4.28241648012309	4.70370951264115	4.45761211725174	4.10538846909067	4.48926806357771	4.49446289303634	4.44604661332251
AL109924.2	4.05793989539744	4.16495054787619	3.86686526293975	4.12803041084086	4.09417396542968	4.08149215878388	4.26551058790661	3.99759129737171	4.02613931698949	4.00988734730614
AL109954.1	5.37177742752423	5.25032105235764	5.1705996662374	4.92654324233571	5.12915706147258	5.16821118392412	5.16913510080737	5.08694568343798	5.14986150543859	5.28390776008437
AL117329.1	4.24451033627712	4.21197789871219	4.2627992477073	4.28616435375994	4.29230679260504	4.3093472164489	4.40084413599372	4.32084106495495	4.52996106239139	4.30120451130099
AL117339.4	5.69290819702882	5.14000506291361	5.49726057251343	5.2809359712447	5.58774570314898	5.57107849158292	5.57823856055784	5.17458419236381	5.47327878608083	5.57807660167437
AL117339.5	6.29763101700821	6.91826327937813	6.73324124712641	6.35041954850173	6.31989002488246	6.42578204730122	6.1530164388844	7.11511781000772	6.6951966067813	5.77453617165623
AL117378.1	3.6103400528059	3.60518080926028	3.64493794504688	3.71689551146072	3.74649977721179	3.64799747783452	3.72193406308452	3.66441409887859	3.65327268660115	3.62719719831959
AL117379.1	6.47487443111614	6.60206478375686	6.73796348179056	6.49333144724857	6.08758585674692	6.50360923154826	5.95800141316853	6.74086894343492	6.33553719187908	6.28141025462
AL118505.1	2.99411880186115	3.00945771936413	2.92098961091069	3.16420570951651	3.02063122699469	2.90609734886052	2.96032643821966	2.85820791365333	2.95612408000581	2.8712467066497
AL118511.1	4.28391435783464	4.46157609192078	4.39252097937976	4.13910436495201	4.25418966569495	4.05536589291324	4.07220306074843	4.64217465722746	4.16961456364748	4.4186367618506
AL118516.1	7.02461992292137	6.25012207317497	7.29522705444326	7.36255397985074	7.43185020984273	6.52152539619203	7.42576237522186	6.86813498206724	5.37053093773393	6.82994026461367
AL118522.1	5.05656080003005	5.00179061202651	4.87082306129847	4.82686821879145	4.76693132605452	5.20008172732867	4.89549584067919	5.10391953376431	5.04542015046643	5.03447065203205
AL118558.1	3.41001964135251	3.36128264779653	3.44969991598653	3.23311401877607	3.44152420177293	3.32623162983922	3.30607849134921	3.28084623844974	3.25530404863542	3.31532682298483
AL118558.3	4.59596292624422	4.47769499513016	4.48804681758073	4.80929262681413	4.35968309897068	4.49580148976423	4.31985566326294	4.26935604697869	4.22062310935006	4.3292321948887
AL121672.1	5.18728979465887	4.75167260645329	5.16540248936045	5.034879836768	4.97588475223893	5.10600534331929	5.063786845254	5.21690169557953	5.20779090054061	5.29655360901528
AL121761.2	5.37662808385953	5.25773784700669	5.20098069168643	5.17048398838409	5.43652216155296	5.36472939377335	5.18587665242612	5.27012807025848	5.13863780653857	5.08083787726313
AL121768.1	3.41878427854544	3.47867957212332	3.37681549689746	3.53587590882137	3.431345101178	3.5555474405783	3.39719891766028	3.5667534584873	3.34811735448725	3.62498588655252
