	Sample_15843	Sample_21410	Sample_21411	Sample_21412	Sample_22794	Sample_3247	Sample_502	Sample_6076	Sample_7459	Sample_8880
CCNC	6.11380520337734	5.84371611495106	5.49528570716619	5.60861068502397	5.70809822735578	5.8242011528943	5.50209230489961	5.72985529650996	5.76342391370625	5.71898613260553
CCND1	4.09964647444031	4.05321047342956	4.1375895784106	4.26882315155046	3.98409435759103	4.08318294374774	3.85812152037574	4.12626887265794	4.34226930332712	3.88042132023963
CCND2	7.1192034436127	7.2844452269977	7.24002116488839	6.74119815927551	7.19160854230613	7.42623401231831	7.10996014969794	7.07035414657703	7.27691504811537	7.37647377068017
CCND3	11.6417900394523	11.0857931157935	11.3279740743537	11.4030650332769	11.3664413990366	10.9601675429671	10.9158387574531	11.2564598887221	11.2159772408914	11.404657775547
CCNDBP1	9.28779059501955	9.27745594130341	9.67085674703918	9.51836738892364	9.62949135784956	9.64613950505997	9.38020960538018	9.54623281378622	9.63512107555465	9.50310903306912
CCNE1	6.02783490370766	6.29415378410354	5.86123183486828	5.97421473194293	5.81626420561374	5.89193990568819	6.07607045550206	6.21518840876103	6.16331306514759	6.04490131381385
CCNE2	4.02845066327051	5.48276805850321	4.32668763115761	4.37614223398562	4.15498885424358	4.69236224694088	4.65031166975208	4.44445188608529	4.36978731448902	4.0463328102457
CCNF	5.41403072309966	5.27691021028877	5.08937412149161	5.11627698731827	4.97762695683118	4.95005713670244	5.17689935897097	5.22795957387881	5.08956518798516	5.1248352655158
CCNG1	10.2560606013212	10.3042236771873	10.0498742823704	10.5565155216114	10.2182236910118	10.3363949907862	10.1442144411126	10.0919282198739	10.0264352927123	10.2642968305037
CCNG2	6.16121626973727	6.66317964340032	6.48466319286112	6.3429550581513	6.28451353049295	6.68820545741863	6.70888043723487	6.66101449018642	6.17322609684644	6.44829687340345
CCNH	8.60183973967889	8.80522534304212	8.71982210942974	9.06309170929275	8.87879208214957	8.83627085733683	8.91228279643968	8.78792834638996	8.77476003671174	8.42757053654953
CCNI	11.3649422965686	11.2538139539571	11.4177273226343	11.2474161633044	11.0751785684121	11.3214260933855	11.1764797908266	11.4533247271448	11.0473808250898	11.3292013928856
CCNJ	4.92375559199479	5.30009892539066	5.08087715685658	5.06785025963296	4.99172706402719	5.78981733049519	4.85756111206612	4.84925977779402	4.53503546678088	5.16225563827756
CCNJL	4.06719808491655	4.57300530993886	4.66644008847937	4.80352422762156	4.3858745283834	4.86411956489492	4.59824203736209	4.55820861004112	4.69799263584412	4.70337186207711
CCNK	7.06979446169674	6.92806619558043	6.81004153834901	6.84683170392358	6.79189043041645	6.71360884092786	6.79485663624268	6.9622904931937	6.79686790837494	6.81165144944458
CCNL1	9.15399252738549	8.158713303864	8.7584530725893	8.83041088261763	9.14869019842234	7.73407503314041	9.36503335796243	9.50911400493772	8.70317061066669	7.86112363215931
CCNL2	7.8188193332231	7.69604980485468	7.74054019064454	8.06166922071099	7.64022653271951	7.79282996071236	7.72229575585648	7.7659709707836	7.52325050159968	7.90264505240916
CCNO	4.3162387813107	4.73529125174428	4.32778612682032	4.38511148684111	4.61211442682867	4.58911103018769	4.45236618853096	4.43431143167199	4.50890590375974	4.44813457487429
CCNQ	7.05408962601073	7.25748686213688	7.22132215492857	7.31420788929449	7.58798161082955	7.22573541244272	7.49752313473863	7.84839292346716	7.48980534593664	7.45085637216479
CCNT1	7.6713268447068	7.39924702422911	7.29382633932366	7.24100104879271	7.34350702997717	7.62595411339817	7.17869237492567	7.49025174153806	7.38361850120324	7.44928680276293
CCNT2	6.72605126849569	6.72770244140523	6.4612069744855	6.5909616682332	6.76757652620416	6.87920306435576	6.4922679163445	6.4570622448609	6.5866816398609	6.69393262387581
CCNT2-AS1	4.40638996136876	4.27757316575808	4.40207883738082	4.10418239354085	3.98573018165127	4.21549519030848	4.2767731184876	4.05711324472034	4.33672315779524	4.25092352125186
CCNY	7.87920020965442	7.99589986223738	7.7802273871626	8.02348959035344	8.06966902204055	7.80645982276932	7.96417476530118	8.06647662314013	7.82162084054116	7.94355369795741
CCNYL1	5.2795527449299	4.89215689670989	4.55331432313121	4.50466137050828	4.91252481658804	4.68841968711278	4.91516857308185	4.84930214668643	4.63714381503464	4.98749101221451
CCNYL2	4.031087204402	3.31171312077668	3.39587525657159	3.36961094797777	3.57744670764065	3.51581413762021	3.48142310720395	3.36746375887614	3.64020011260102	3.59791647544728
CCP110	7.05953653681189	6.90783595800466	6.80861136662542	6.85314496826522	6.68083332478753	6.78552365672187	6.66182534283061	6.72255759971816	6.49508729655141	6.49740522522405
CCPG1	5.87216396634513	6.40909005312064	6.65818506775543	6.35690658671	6.76310014577514	6.64353339821972	6.64505691742757	6.633808556898	6.367103656488	5.90766363702818
CCR1	4.88985935186009	7.53739626505495	6.47522719086152	6.55719536265409	7.52939669292608	6.49541958189509	7.77246170938383	7.44997734443459	5.2512854744519	5.9664103767221
CCR10	4.84423079976351	4.518603384662	4.52162736626008	3.98363746954366	4.19520725551215	4.41726604104272	4.41891434862077	4.56456311753828	4.3551234025853	5.13315410630072
CCR2	6.15266459845468	6.79840705547042	5.6407717021715	6.47008604632486	6.38874835370224	6.18878604836538	6.78759815956918	6.20078035633756	6.04249380386373	6.6915798380006
CCR3	4.38533830603194	4.72206822930861	4.9149994379596	4.80475206710232	4.50281591816625	4.79453835523926	4.62028071291641	4.94345651322256	4.66403560561599	4.71242408178239
CCR4	5.31495633968487	5.68118584461309	5.5703989714619	4.98097552904215	5.41053817438291	5.05040017623267	5.77506476060557	5.80668710447005	5.74946425239951	6.02927660551195
CCR5	8.6189519141317	10.0839558139905	10.1353368737856	9.59313856521283	10.010278444831	10.5431028770246	9.4440621974149	9.67540568599122	9.90954409554098	9.58650584947389
CCR7	10.5771661098805	9.10013179595682	8.61130515321312	11.3078007560859	9.8885128085449	9.17527985965913	8.88651115507113	8.87188954430183	8.87886923991829	10.3510788199569
CCR8	4.44903796045454	5.21446264583165	4.83430226520645	4.26839660523585	4.91169046424091	4.5901012601755	4.95236838014157	5.24668347385995	4.80774242123811	5.33090672507939
CCR9	4.29367203019454	4.52288787862067	4.04026211664015	5.82308251100016	4.56567300735961	4.07105605934553	4.12439194379488	3.85983208229914	4.30507182340718	4.2632819193475
CCRL2	4.36708628068397	4.71412646202994	4.48427090837356	4.8425381433033	4.62283927182607	4.92247138299555	5.04024372931992	5.03515478903032	4.44748271126657	4.5997983642854
CCS	7.54661565497609	7.62534094577692	7.62552549307638	7.30046034953622	7.68573951928968	7.42057536655185	7.80438854447178	7.71504597327352	7.72012102637996	7.76072894302301
CCSAP	4.76974244416514	4.96097638312378	4.72204110881439	4.90580942734942	4.76565534095657	4.69178669438096	4.56178025691426	4.76085428887365	4.847555058395	5.03542140768396
CCSER1	3.35338188973318	3.56047601340842	3.76403831029204	3.68487503357419	3.80232636012161	3.73711156920674	3.65703855764886	3.58899453849146	3.94240511079798	3.65398777051902
CCSER2	6.82312219188257	6.96087771969271	6.80543554910146	7.05609804120231	7.0807508401668	6.64075999179191	6.64392095731423	6.74405455854994	6.83252518951327	6.6631950093967
CCT2	9.28329294092531	9.71492053515489	9.5077792793939	9.65207810356998	9.43168198660776	9.72379573804542	9.35391700878698	9.53740143837634	9.4245924878711	9.53340570406471
CCT3	9.7686892722645	9.77926376149478	9.82407959623487	9.86353555499595	9.46830638454233	9.71263255961804	9.33434503405304	9.72706871312527	9.44751662659917	9.61039541826421
CCT4	10.641998265242	10.6412513549803	10.6206832258334	10.5011827908473	10.4647449072194	10.6700335515898	10.2146060764483	10.604062988951	10.4329854850405	10.5739937133656
CCT5	7.5262637862388	7.69046127261254	7.71025445038186	7.60850477763843	7.32577729909094	7.84250648585335	7.31089871295302	7.53992722197707	7.75508745242951	7.48549964395138
CCT6A	8.1287529549344	8.42018999985003	8.35901018643431	8.23897026332491	8.20229992346336	8.36984160208813	7.97111254830561	8.10344631310716	8.02731750442921	8.2833375062041
CCT6B	5.09808570675172	5.20171868314628	4.9780690239394	5.14059912458679	4.91017415391147	5.05972293875521	5.21407783669736	4.99727897182871	5.33476413310147	5.10428773843878
CCT7	9.99689393003144	9.68785637368027	9.87516588081949	9.61105017088219	9.67896946664785	9.78671474797528	9.68740810766858	9.95089920086825	9.92499120766396	9.90876414187308
CCT8	10.6894281000097	10.6472850672571	10.6211036499287	10.9968183365256	10.835777053992	10.8693177620844	10.4192223735135	10.6372203590956	10.4220006638418	10.5470988618437
CCT8L2	4.50159258563979	4.54263989627982	4.61977657756748	4.39096471464434	4.19020677358716	4.11499784612543	4.52161216347353	4.38746538031417	4.41821806408781	4.47513500308109
CD101	6.3549216165257	6.28828733227944	4.9006768359004	5.31539232867001	5.07415354284731	6.52975730794764	5.40279595057645	6.32969939107665	5.26734722905388	5.15522700838068
CD109	4.87437215603436	5.31046187987926	4.65173182632962	4.79837052180312	4.68133084319225	4.66189352810327	4.70588222265057	4.8923139792264	4.90852215778058	4.6417232787015
CD14	4.61324132968476	7.75939059785847	4.55560941759764	4.55238655286914	8.76868286967374	4.89177371694237	9.34828429398277	8.5011961262788	3.89212554656926	7.40027404387721
CD151	6.62964443028244	6.81405607753812	6.88016477639464	6.33837984039423	6.82312239977759	6.53794188074532	6.67138377997259	7.11337145493626	6.53344135727895	6.96557020395159
CD160	6.63855248543849	9.02905580728762	9.5351765202346	5.76845857861579	9.1646117175524	8.812482595694	8.69568505643334	8.50737829350008	8.81196988826631	7.15922674769943
CD163	4.08538242512414	4.94638541684556	4.20890189693885	5.10342068259847	5.75559882361214	4.12193145594027	5.3915486893813	4.41224392408501	4.18647428276797	4.82636002876482
CD163L1	4.61722849819665	5.04709487451359	5.12038997079525	5.25996719163286	5.0453606208853	5.11150138615034	5.05128827041899	5.18302888086667	5.32063612199363	5.11754830016832
CD164	9.83474945603326	10.1399296940301	9.96402439860149	9.60877844802703	10.1147573922866	10.1067481275542	9.68112505904216	9.79659301197141	9.7912958769371	9.7696724360562
CD177	4.960215652179	5.359266498002	5.47525806784703	5.18047032967818	5.24885700421702	5.00804299397025	5.12294516536446	5.36295462347869	5.45321363097268	5.19146478705197
CD180	6.27472043595873	6.46247993686451	6.07115160328918	5.79029483693792	6.33853311851033	5.90593530872633	7.34472513942049	7.3160889996065	6.1488429484775	6.4048605682484
CD19	5.58924185982936	4.99153398017195	4.98109907644731	5.11914434733552	5.0838776960035	5.16598112064533	5.37694553062678	5.48206692021942	5.67860194002396	4.92285841693925
CD1A	5.78155689995703	4.9463330034472	5.33356474488085	5.46423989729365	5.49566129165267	5.40220748073599	5.4527496197603	5.50386379892724	5.21074833487278	5.31136968239113
CD1B	5.0836682968212	5.10242436663282	5.29568166404845	5.35290173051655	5.16222410325595	5.09607329828087	5.48556992542717	5.1685807626846	5.32230817690974	5.13829990956281
CD1C	6.42621055311352	6.96890445121843	6.39087118370881	6.13197522064249	6.31791423102009	6.41159601230155	7.55443939535256	6.1712074879924	6.14439793929112	6.80386358446999
CD1D	3.63937507857407	4.89013064775613	3.69964031444302	4.06694083764011	4.75168791890811	3.71899470217116	6.74429460933034	4.98217097726445	3.75476593619178	4.58468214221481
CD1E	3.80309257967996	4.24458502916548	3.87544301159156	3.86834018393946	3.99212881686204	3.82562059274593	4.09026228578452	3.88150385713371	3.96274441127977	3.97887036988611
CD2	11.5091447643412	11.7230717048138	11.6956970285486	11.4985255159723	11.6460119804422	11.6380161551136	11.2509636434482	11.4838261794704	11.801662492607	11.6866683096146
CD200	4.32175326019684	5.69841330659009	5.54836087775004	4.30895168053115	4.38298457204714	4.0641906749496	4.91934554405712	4.41445470056038	4.7549927858736	4.53182261281638
CD200R1	4.87358603156185	5.26562072913486	4.85929282851813	4.90608988087521	4.96748371380938	4.46619336736343	5.38089772376105	5.38197865786267	5.18085805469588	5.27697977878995
CD207	4.52568886043914	4.48282402312772	4.71213874292678	4.51259284522141	4.71784027272751	4.56157161665817	4.57088249583437	4.59028421595767	4.5789397804475	4.56748457143177
CD209	4.42763044365305	4.68204753039403	4.76852247773527	4.73059053689451	4.69198546379431	4.71813422805078	4.65366213942315	4.64551220855437	4.58259187537039	4.73715506852039
CD22	3.6789930076677	3.59683811274427	3.6593675644631	3.67770759649119	3.66457388106191	4.02686327183408	3.82641827563995	3.92187470835648	3.57419073972793	3.75624315534452
CD226	6.86866217330739	6.39008777130117	6.36623726386882	6.21615975290201	6.82168446490551	5.7804998680107	5.59639865237482	6.52218671401151	6.24116778171204	6.24027670052639
CD244	5.63161124190587	5.47846667952025	5.79352921634055	5.47845485877517	5.66186004615587	5.6581563997193	5.66513790353411	5.58845571764485	5.6277999061715	5.46529049923488
CD247	10.3077118662938	10.0802789138913	10.6291486239964	10.5925450830006	10.7424613551301	10.2397756433226	10.4124802012214	10.6913226658793	10.4374833411664	10.541531774162
CD248	7.94659861791128	7.02767579898726	6.87346730830603	7.63410057378081	7.3475981311498	6.70383133404415	6.95033316039749	6.91932014883764	6.79921525540469	6.98073682669647
CD27	9.94577750299903	9.68992914052961	9.17136432347386	9.45836951810623	9.78537360988471	8.42624449054249	9.06490860611513	9.87387222805717	10.273434633235	9.94041177490069
CD274	5.99169927520045	5.83305627323811	6.02478439689599	5.73998756602276	5.82138614768381	6.01336789292115	5.93236202043585	5.93230192163417	6.01353046630894	6.15599322637384
CD276	5.41791370821696	5.19364147424687	5.39356148066348	5.25245904581885	5.2335907834153	5.16516811237491	5.34209194411928	5.40017461150358	5.37996870821878	5.30184457543242
CD28	6.42947249512613	6.90497574312631	5.83104129401786	6.10591405658778	6.28362861722138	5.47682657844579	5.67387271097821	6.27478776736961	6.8888224265345	6.8729989806328
CD2AP	6.55471496468705	6.59188616190525	6.204251631351	6.51806704813868	6.44064132444223	6.45993649428848	6.34111805479623	6.26519953835684	6.39345615901802	6.47140757525904
CD2BP2	8.09889722232261	8.05513677720075	8.07294599058659	8.08240788727592	8.04477366240183	7.95823288878097	7.95408911061743	8.10125874168208	8.06135863045921	8.07948176652786
CD300A	8.86090216354211	8.2197497418689	8.12155827856497	7.92256779304114	8.83804429119274	6.47786050134723	8.71640032238376	8.12734533161389	8.53686264376929	7.87366360926374
CD300C	5.25420297239555	5.48879013190551	5.69572437529298	5.34841572205964	5.64988335290492	5.33141275844507	6.09350047866187	6.31748816127209	5.86166657164864	5.76488285967481
CD300LB	6.17613666561802	6.17568770805944	6.24612094297104	6.07346995358722	6.27808897762877	6.17452127858983	6.48586179762444	6.64789950716733	6.28311346648361	6.25145938746761
CD300LF	5.32435176148693	6.22056708821819	5.75455368074958	5.69262264616559	6.68671430869416	6.16737839050099	7.17935630235342	8.22270240878215	5.75301230672243	6.14524926764355
CD300LG	4.8594900188798	4.6872507184901	4.77244066017398	4.71506296124267	4.69824279542283	4.72243870900572	4.81308224837921	4.85005227504356	4.66525394870577	4.82487254833137
CD320	7.24870123359718	7.02882665742896	7.43578327857256	7.03680333190489	7.54766085050997	7.44473715582304	7.84028039008988	7.38866410764125	7.24760079707317	7.61415381160916
CD33	4.92723202178423	6.24797495770532	5.32741369213844	6.0087840254483	6.12691640294822	7.22593955745025	6.57637275922222	7.02117420580252	5.39906224740582	5.61956627869577
CD34	6.10030280110995	7.0291913786615	5.99771952967892	5.74574721080735	5.84685149188607	5.7646021412046	6.42718454935649	5.8966079514917	6.31116967986094	6.13258769853667
CD36	4.19486680131668	5.09821381061809	3.63111852080829	3.59819594488181	6.49744464503764	3.71986586701792	6.30869433117718	8.64132855453587	3.61014564243479	5.10692064974217
CD37	10.0779677738895	9.55407637699254	9.98814791191336	9.8402060413987	10.0759581009325	9.85321548352245	9.83443723875303	10.0510046384344	9.81647992164857	9.99033635954194
CD38	5.97041399308953	7.13451104415318	7.05707112253247	7.71265520491378	6.46717483304232	6.71741583453929	6.59918643707289	7.29755522880624	7.31480896584369	6.45868990492094
CD3D	11.8690672889809	11.536754859612	11.6169231194594	11.80963787502	11.8027720418093	11.4827694590542	11.6059303645321	11.6149244769186	11.9304665725793	11.7088060100223
CD3E	10.3906795450773	9.60698173000551	10.0219951089897	10.041324165203	10.1962514019929	9.76938110048203	9.571454982717	9.73260313886281	10.0890743909645	9.90120441409749
CD3EAP	5.80580335751389	5.85191617028475	5.9690825618546	5.56292639803952	5.83077337222197	6.08446972565089	5.67517309291769	5.61482299420784	5.53307030225052	5.8635962883334
CD3G	10.1180600339906	10.4276184877574	10.0792251640571	9.8256804818503	10.4682240740776	10.1891789965461	10.1274033828554	10.2491557489032	10.587364894809	10.4973744716503
CD4	4.04527244549475	4.82271149015718	4.72556847825448	4.46872211711709	5.06695606070856	4.54091975241849	4.8794765076682	5.30551723854407	4.60138603848113	4.67409438499744
CD40	5.92066056386026	5.60268468233308	5.80449131146704	5.68438320942992	5.80930615858617	5.67121336100384	5.71000639100004	5.91219634749682	5.79845155694674	5.82245069533604
CD40LG	5.02693544293636	5.22143865864047	4.8767492598618	4.59373845099151	5.11616657571061	4.9198059184178	4.85605530296291	4.98908548652893	4.66106897829578	5.16585164408665
CD44	8.54212554035506	8.60960413440922	8.63841881662637	8.53872678234843	8.45324982616114	8.43233735938126	8.54946769332626	8.74331822021144	8.46309811481582	8.52855294064193
CD44-AS1	4.16036637814839	3.9542188882861	3.72091837789586	3.949387095781	3.75588141746164	3.79448002781478	3.98876508256924	3.75873955228802	4.18037451494945	3.44043233902838
CD46	8.91807415245759	8.69463418150093	8.66092684837088	8.81770848979023	8.95821037715101	8.70014185097115	8.74729711283391	8.89306254082103	8.74660235672225	8.8715430356893
CD47	10.0272919489521	9.74254958770474	9.67044081749343	9.34022291576887	9.30275951701639	9.39953100942981	9.0439051954551	9.37661732925559	9.16942164759463	9.83988901028886
CD48	9.07872967352319	9.04301110057146	8.89308148334236	8.87321952373792	8.88660097289685	9.23970006933336	8.85350066931988	8.7543223516247	8.87478676480169	9.38119019322418
CD5	8.41901266614537	7.96214979788865	7.70315237628011	7.46403826424882	8.11852612036379	7.67481044422719	7.57568425729507	8.0435817857777	8.41119658181903	8.17916557157315
CD52	11.9912164136076	11.8499500019813	12.0315727877102	11.5183334863042	12.2974918543309	11.9406290930516	12.2236779065186	12.1275186153854	12.066839424428	12.0807538778502
CD53	10.3781900732107	10.3679770240822	10.520143248932	10.8926972604314	10.5041424889219	10.6677164030655	10.2946430539651	10.4178335176654	10.3965866673079	10.6244727805265
CD55	8.72344664704213	8.20391633481658	8.08427669348162	9.72232253656315	8.74995308285715	8.31558848820972	8.66872293595233	8.91508720697602	8.2367673269082	8.07076789895054
CD58	7.87983400241996	8.22746917658881	8.20911407459639	7.91120818050619	8.27491064977402	8.28414731892502	8.35895159139399	8.48482487168095	8.16223116182648	8.20837751957499
CD59	7.46380233485781	7.0619437401113	7.30275400640133	7.11583472021987	7.64876762600156	6.83764464239261	7.1623442450438	7.47699374191382	7.460193136831	7.28351592179743
CD5L	4.71034403686468	4.57636503038154	4.7983143714209	4.24394350094295	4.42477300784173	4.50047401279562	4.61867827314186	4.51906922048556	4.55548872278711	4.6778566345192
CD6	8.47324308192203	8.08364350572826	8.09575618609023	8.00757134699715	8.25065491655791	8.05253021506525	7.60896041307617	8.04430720136069	8.48400486509755	8.23908548661153
CD63	9.72629546912202	9.96289741728198	10.685829175319	9.94773183033855	10.596912384467	10.5197037580257	10.8679841982452	10.691513895942	10.1748881393855	10.2119070883065
CD69	11.5312703946228	11.6706634067738	11.183087770289	11.5783117726057	11.288735732424	11.1990187532246	11.1179524349372	11.4089014063007	11.1703476857883	10.1794627428321
CD7	8.18534312447254	7.79568128197294	8.73014681012535	8.53538566746897	8.66934696313292	8.28616773737929	7.93365761240658	8.21133549174964	7.76205014743412	8.34885726533954
CD70	5.78234426593915	6.63407667587914	6.30777190538946	6.04039199175443	6.43506026189104	6.21620503623466	6.0059705438867	6.37491749570391	6.23632397289222	6.0171567032569
CD72	4.92620078717912	4.86789254626773	4.76813913743183	5.04596076135124	4.90651051417516	4.68842094886745	5.25007112744152	5.31485608439112	5.30259569668323	4.83132973697262
CD74	8.46313018908205	9.14688276047463	8.94072963891603	8.10660325688142	8.80229363002897	8.44643927134631	8.89227444937868	9.19730277539086	8.98416723446477	8.59745016413052
CD79A	6.74185090698382	6.09127861797347	5.92103871747418	5.94961706253093	6.5262182290043	5.95620640666009	6.18822118634925	6.49856817674413	6.07662003765514	6.07931578465977
CD79B	5.20801584905887	5.17401029270401	4.83743153110195	5.26681019664686	5.08767600069689	5.01609695281504	4.99212419762864	5.07436989429762	5.17980869310598	5.07441452917599
CD80	4.49062232005529	4.40744460722626	4.41746373514801	4.31648639068092	4.42154954677347	4.35306600122754	4.55642611622215	4.46260229357424	4.48540151287471	4.44193156398301
CD81	10.3757486172633	10.5176213001944	10.5044813031533	10.0515399744698	10.5996884985798	10.6861181721213	10.3747950334376	10.5437345435254	10.610740226653	10.4427888638535
CD81-AS1	4.59467285210593	4.43511185278521	4.15395149940726	4.20883451781495	4.2757555766178	4.26553880490102	4.42791196465681	4.26583036538613	4.05051602051486	4.27258953410131
CD82	6.14705791244915	6.85936158423823	6.57552865177864	6.09876236629261	6.28314913766332	6.7256882985094	6.549253900163	6.9321543203156	6.51922756604641	6.76202983128532
CD83	7.37548033472076	7.09964260276721	6.9541120865329	6.99223790782342	7.81748456874467	7.18817375883412	8.65874025736512	8.98749192626265	7.10821630163739	6.99423966508736
CD84	6.85864133844932	6.91789840180052	6.73408543201021	7.0201673510139	6.55325162673517	6.85541120623712	6.82188813623658	6.86603063345694	6.98469527580731	6.94677187074392
CD86	4.74895202550348	5.56075027982427	4.71262327325774	4.48584776198455	5.88690682230219	5.15288480494448	6.64212494073943	6.80747421226536	4.66709296022259	5.36826836994765
CD8A	12.3221986665572	11.9286656587539	12.1441079644398	11.8651657655735	12.2132894543469	12.0366535479278	12.1677456896569	12.1821463950731	12.3653080687145	12.0769779489616
CD8B	8.82441362605985	8.46568374219179	8.05438802035964	9.19839338115183	9.22516297873681	8.21198652899101	9.17690187456695	8.02937206570966	8.04431673538384	8.84546451918275
CD9	6.28867991998918	6.83415776729215	7.6670036873977	5.83189907684125	6.94370973662928	6.10293304540017	7.34955846686278	6.78707103727642	5.9564866659331	5.81806951015609
CD93	5.97520586709331	6.53701622724172	6.02379321934816	5.7703405779756	5.98086944364186	6.10118694239113	7.45369354606513	7.34623244206169	5.69000863234543	6.45677905980691
CD96	8.02867739043944	7.72335302325193	7.65055592269488	7.61957307922282	7.59771863794002	7.5829532332638	7.03409841582094	7.75192722818325	7.68116147019977	7.28684087231012
CD99	9.60820889395425	9.85682876570275	10.2392079974307	9.669617907448	9.85529396161008	9.95306739330553	9.79618398200291	9.87090943470239	10.0232391776604	9.69604233929089
CD99L2	5.89296142970689	5.61245225978558	5.52843311606312	5.45977066256229	5.56025312318852	5.48585159328515	5.69490945148865	5.85191070210114	5.54450773345613	5.6387109009354
CD99P1	6.2208675258879	6.38256364876188	5.91753650281251	5.91999529364721	5.55300522970285	6.12187946760833	5.95415511339327	5.79160690641883	6.0116142427162	6.57251357471221
CDA	4.60937169049926	4.54851747149606	4.52761937432919	4.78809088774538	4.59234962858954	4.59126403520044	5.77261089923529	6.18992027600213	4.43736637465662	4.78508148562522
CDADC1	5.77098497741337	5.75993747702991	5.61300005971301	5.5045933437197	5.80100705695766	5.84499441061653	5.59489071804806	5.65139233437655	5.86020950350336	5.59365601677476
CDAN1	5.91429009695981	6.53000715373277	6.52919327134708	6.80093641455492	6.31783013449743	6.98345878492285	6.50893262996511	6.59598503220774	6.42606784232547	6.61724981194078
CDC123	8.62899461512279	9.22870472697111	8.88507960171127	8.94550262808782	8.92883229113072	8.93432275330228	8.8197380109667	8.79870096434179	8.942864940676	8.86860204827085
CDC14A	6.52372629321569	7.29305902552512	6.8723813544841	7.36972957108138	6.73058712961689	7.00108672678095	6.92633182623283	6.35089175343528	7.23466180031627	6.86558382664633
CDC14B	5.70227214225739	5.48268564112926	5.50072647844722	5.20650228932229	5.55078538131676	5.51600378715552	5.6752731555352	5.67613199033361	5.65042079789959	5.946822256763
CDC14C	2.92734136291034	2.83184314331536	2.84953951027053	2.75072749870728	2.80519679097037	2.88881566216714	2.87384980032261	2.8405178123317	2.88841241275088	2.84433591720618
CDC16	8.7750478853603	9.19979810525654	8.9943543225943	9.14076861100111	9.19613355354062	9.31273355265775	9.14046948533685	8.9289162863426	8.91782486168249	8.75682282468856
CDC20	4.66426012862328	6.78848279068937	4.95201277585439	5.6504999245585	4.74019454719056	4.74539681605288	5.45695889910312	6.10658502165337	5.35371720968595	4.96382854626682
CDC20B	3.85889277710181	3.99491320960448	3.90224555360785	3.75978332062219	3.92391671611967	3.82064900935815	4.02345867903293	3.86755911110436	4.19401392116051	4.02742778397076
CDC23	6.01089783217398	6.61255567117445	6.24639937131883	6.2263475136708	6.3086839083338	6.42372679277107	6.19057847549106	6.13181160754629	6.06213589774393	6.45870796277474
CDC25A	4.14626449105817	5.19079186276524	4.56993040723593	4.5665247481372	4.43103053323828	4.70840989191095	4.69361809542209	4.87851206790273	4.60166039281356	4.47112904516341
CDC25B	10.1929238921957	9.90950177927193	10.0458265846486	9.58962813803603	10.0280085754263	9.8105819946422	9.94142606983681	10.022216962638	10.1996251149406	10.3528863141055
CDC25C	3.95149671973992	4.31478913157044	4.08148376288317	4.09607027011494	4.08860023344701	4.0978923389484	4.1829844575711	4.13314414520156	4.15213144263429	3.98297244116463
CDC27	7.19041691413678	7.30323976369912	7.10115334230477	7.04336472227917	7.29966444603764	7.21539538870744	7.10270639093117	7.11562856493919	7.27858599504246	7.13580696195589
CDC34	6.38206434962984	6.58608413065613	6.61426766541067	6.36596641241677	6.72487843226581	6.66132597733406	6.67767917388267	6.45709649993649	6.74252129156867	6.70503593175249
CDC37	8.85651573842859	8.80242534780742	8.96044678397943	8.60310752243509	8.91108306154753	8.76200062476101	8.91037219571052	9.04817483817228	9.04791667090525	8.99274460848562
CDC37L1	5.63619758953384	5.36122693547837	5.40080974520985	5.77232598170877	5.43759509930183	5.66713360195173	5.21499967024844	5.24222381020091	5.29168784408872	5.80200391337049
CDC40	7.58540136973417	7.68397385916219	7.30053219367107	7.2841689301784	7.52610526032737	7.49087187604504	7.34778278566159	7.16430003277693	7.46102508850164	7.23184621466305
CDC42	7.23440641301181	7.18392648456529	7.01877941988803	7.08070764815108	7.79665762188866	7.28732608384899	7.13431845143888	7.44864890655195	7.70343143467027	7.04675958251095
CDC42-IT1	7.35802548730013	7.83597350023499	7.22444927744957	7.59932401701849	8.14071039425123	7.7407683044983	7.95838178722695	8.32330552518047	7.74866779693337	7.74795852537724
CDC42BPA	5.09728279112197	4.90333361215258	5.00329543994509	4.96623090324723	4.94906346132565	4.9743049974928	5.07758297544635	5.03092668857652	5.03264158998427	5.18319657459147
CDC42BPB	4.66614099503543	4.32653467383141	4.66401394949744	4.4481577741843	4.54615940030734	4.67911215332764	5.13615551092487	4.65540411949672	4.38578284797863	4.77582706076586
CDC42BPG	4.48858117785198	4.68408671793675	4.82576063872933	4.63122515456162	4.53269239327352	4.63377512413133	4.8055688007677	4.53909299565294	4.80247276334323	4.81435048264063
CDC42EP1	5.78780170113151	5.94595037741059	5.88576106058059	5.57886656408189	5.75025623982635	5.68847624408188	5.69216654343544	5.78133974342666	5.75845344969749	5.84070705846165
CDC42EP2	5.38186921572644	5.3645395052546	5.53856099052436	5.24044962450473	5.47015032800121	5.41700989629517	5.55494826769361	5.75764832338512	5.39080738784814	5.31955149370689
CDC42EP3	8.00490589061468	8.17697344883407	8.15128676107052	7.74496973171794	8.14398193298318	8.33445815143542	8.43658164472394	8.58713184354416	7.90188049138797	8.48419196790733
CDC42EP4	5.40992892617085	5.14001594741222	5.31213003336286	5.2096892068078	5.27220538235864	5.11166010829912	5.34808058561893	5.47692754990453	5.36104100929116	5.32621179242012
