VIRCat	Germ	GBegF	BegFEndF	EndFBegM	BegMEndM	FloCol	StemCol	BushShape	LeafSize	FlowStemCol	AscoRes	StemBr	StemL1ord	StemBr1ord	StemBr2ord	PodD	PodS	Height	Hlp	NoPodsWeight	PodsWeight	PodsNumber	SeedsNumber	SeedsWeight	PodShape	PodLength	PodWidth	SeedShape	SeedCol	Seed1000W
627	8	39	14	28	16	1	3	5	5	3	9	3	7	7	7	2	2	56	18	25	16.2	68	44	12.8	5	25	12	3	1	310
628	8	39	16	24	17	3	5	5	5	7	7	3	7	7	5	2	1	50	13	29.4	27.3	101	81	17.1	7	20	8	5	1	220
632	9	38	13	29	17	1	3	3	5	3	5	9	5	7	5	1	1	45	16	26	35.4	82	69	15	7	20	10	5	1	275
633	8	39	13	27	15	1	3	5	5	3	5	5	7	7	5	2	2	56	27	6.3	15.1	35	18	9.8	5	25	13	5	1	420
634	8	39	14	28	17	1	3	3	5	3	7	9	7	7	5	2	2	55	17	33.6	24.2	70	43	13.7	5	23	12	5	1	385
635	8	39	16	26	17	3	5	5	5	7	5	9	7	7	7	2	2	53	26	10.1	7.9	21	20	4	7	25	11	3	11	220
638	8	39	16	25	15	3	5	5	5	7	7	9	7	7	7	2	2	53	25	5.2	16	48	55	10.4	7	21	10	3	11	225
641	9	38	14	27	16	1	3	3	5	3	5	9	7	7	5	2	2	46	19	20.4	30.3	74	40	15.6	7	22	12	5	1	340
642	8	39	16	22	12	3	5	5	5	7	7	9	7	7	5	1	2	48	24	7.2	8.7	27	25	4.5	7	22	10	3	10	230
643	8	39	14	26	14	1	3	5	5	3	9	9	5	7	5	2	1	56	26	12.5	14.3	43	24	8	7	26	12	5	1	405
647	9	38	8	21	15	1	3	3	5	3	5	9	5	7	7	1	1	50	21	24.1	2.7	12	5	0.8	7	21	10	5	1	200
668	8	39	14	24	10	3	5	5	5	7	5	7	5	7	5	2	1	50	21	5.2	6	19	24	4	7	24	12	5	10	195
669	8	39	14	26	18	1	3	3	5	3	5	7	5	7	5	2	1	60	21	25.9	21.2	47	31	10.8	5	25	13	3	1	335
670	8	39	14	24	12	3	5	5	5	7	3	9	5	7	5	1	1	45	29	6.8	1.5	4	4.5	0.45	7	22	11	3	10	380
676	8	39	14	28	17	1	3	5	5	3	3	9	5	7	7	2	1	55	26	18.9	5.7	12	4	2.3	3	40	9	5	1	400
691	8	34	19	27	14	3	5	3	5	7	5	9	5	7	5	2	1	45	18	6.6	5.8	34	35	2.9	7	19	7	3	10	105
704	7	40	14	27	13	3	5	5	5	7	7	9	5	7	5	1	1	53	19	13.4	10.2	53	44	6.2	7	20	10	3	11	180
735	8	34	19	27	13	3	5	5	3	7	7	7	5	7	7	2	1	45	17	4.3	7.6	36	49	4.9	7	20	8	3	12	155
736	7	35	19	27	13	3	7	5	3	7	9	9	5	7	7	2	1	55	18	6.6	15.8	83	100	10.9	7	19	9	3	10	145
737	8	34	18	27	15	3	5	3	3	7	7	7	3	7	5	2	1	45	17	3.8	13.1	67	64	8.3	7	18	9	3	13	150
738	8	39	16	25	18	3	3	5	5	3	5	7	3	7	5	2	2	60	27	11.7	12	38	22	5.3	7	25	11	3	11	225
742	7	35	19	27	13	3	7	5	5	7	9	7	3	7	5	2	2	50	19	5	11.7	47	56	7.7	7	18	8	3	10	170
765	8	35	17	26	13	3	7	5	5	7	9	9	3	7	5	2	2	55	17	5.7	11.7	55	49	7.3	7	18	8	3	11	145
773	8	39	21	21	11	3	7	7	3	3	7	9	5	1	5	1	1	40	21	4.3	4.6	38	30	2.7	7	15	6	3	10	115
774	8	39	14	28	17	1	3	3	7	3	9	9	5	1	5	2	1	60	27	10.4	9.9	26	15	4.7	7	25	12	5	1	415
776	8	40	12	30	19	1	3	3	5	3	9	9	5	1	5	2	1	63	27	19.7	10.4	23	17	7.4	5	26	15	5	1	415
787	8	43	24	11	16	3	5	5	5	7	9	9	5	1	5	2	2	56	30	9.3	2	10	11	3	7	20	11	7	12	290
794	8	42	21	19	20	1	3	3	5	3	9	9	5	7	7	2	2	60	30	13.8	12.6	21	16	7.8	5	24	13	3	1	445
795	8	41	22	16	17	3	3	5	3	7	9	9	3	1	5	1	2	53	26	8.7	10.8	36	28	7	7	22	11	3	11	225
796	8	39	21	22	12	3	3	5	3	3	3	9	3	7	5	1	1	50	25	10.7	10.3	43	39	6.7	7	20	9	3	11	220
797	8	37	23	22	14	1	3	5	3	3	3	9	3	1	5	2	2	50	22	8.4	6.6	37	27	3.7	7	16	6	5	1	160
798	8	43	24	14	13	1	3	5	5	3	9	9	3	1	5	2	2	53	33	17.6	19.3	50	32	11.3	7	27	10	5	1	400
799	8	39	28	16	15	1	3	3	5	3	3	9	3	1	5	2	2	50	20	7.2	8.3	25	22	6	5	25	12	5	1	150
802	8	39	28	19	14	3	3	3	3	3	3	9	3	1	5	1	1	55	21	16.1	26	71	59	16.3	7	24	10	7	12	205
804	9	47	19	20	16	1	3	3	5	3	3	9	3	1	5	2	1	60	19	32	43.4	59	34	11.9	7	27	12	5	1	330
807	8	38	17	25	14	1	3	5	3	3	3	9	3	1	5	2	2	45	21	8	14.8	54	40	9.3	7	20	8	5	1	190
810	8	35	20	18	10	1	3	3	5	3	5	7	3	1	5	2	1	45	27	3.5	3.4	15	14	1.9	7	20	10	5	2	135
813	8	37	18	5	37	1	3	5	5	3	3	9	5	7	5	1	2	55	22	8.9	9.5	47	43	5.7	7	20	9	3	1	95
815	8	38	22	22	16	1	3	5	5	3	5	9	5	7	5	2	1	63	26	9.3	10	28	14	2.4	7	19	10	3	1	125
816	8	36	24	22	16	1	3	5	5	3	5	9	5	7	5	2	1	53	20	9.1	15.6	68	56	6.7	7	20	10	3	1	140
833	8	41	20	22	17	3	3	3	3	7	5	9	5	7	7	2	1	50	26	12	9	46	35	5.2	7	22	10	3	14	150
850	8	39	16	27	12	1	3	3	5	3	5	9	3	7	7	2	2	50	22	13	12.4	36	17	6.4	7	26	11	5	1	190
851	8	39	21	22	15	3	5	5	5	7	5	9	3	7	5	2	2	53	20	12.9	25.7	97	94	15.9	7	22	8	3	10	190
853	8	39	21	21	14	1	3	3	5	3	3	9	3	7	5	2	2	56	26	9.6	15.4	44	28	8.7	7	22	10	5	1	190
855	8	40	29	14	17	1	3	3	5	3	5	9	3	7	5	2	1	50	30	14	12.3	28	10	3.2	5	25	13	5	1	280
860	8	39	22	23	14	2	3	5	5	3	7	9	3	7	5	2	1	50	24	13.3	13	31	24	4.4	7	23	10	3	11	220
862	8	39	21	21	18	1	3	5	5	3	3	9	3	7	5	2	1	55	30	9.1	5.4	16	4	0.8	5	27	13	3	1	240
876	8	40	15	25	12	2	3	3	3	3	3	9	3	1	5	1	1	43	30	2.5	2.1	12	8	1.3	7	20	11	3	11	165
880	8	39	16	25	16	3	3	3	3	3	3	9	5	7	7	1	1	50	26	5.5	2.3	12	8	1.2	7	22	12	3	10	200
881	8	39	21	21	17	2	3	5	5	3	5	9	5	7	7	2	1	60	22	13	8	28	14	4	7	25	12	5	10	280
884	8	40	15	25	14	1	3	3	7	3	5	7	5	1	5	2	1	46	21	11.8	4.1	16	6	1.1	7	24	12	5	1	220
885	9	41	31	9	16	3	5	5	3	7	3	9	5	7	5	1	1	47	22	7.9	9.9	43	30	6.2	7	23	10	3	10	220
900	8	41	14	21	12	3	5	5	3	7	3	9	5	1	5	1	1	40	17	5.9	4.1	40	27	2.9	7	18	8	3	10	125
905	8	39	22	20	10	1	3	3	5	3	7	5	7	7	7	2	2	60	25	16.3	21.4	58	47	11.6	7	21	10	5	1	245
906	8	37	18	21	14	3	5	5	3	7	9	9	3	7	7	2	2	60	23	10.5	12.3	74	99	12.4	7	20	10	3	14	165
914	8	39	21	20	11	2	3	5	3	3	9	5	3	1	5	2	2	56	21	12.2	18.3	62	47	11.3	7	21	10	3	10	215
915	7	40	30	15	16	2	3	3	5	3	9	7	5	7	5	2	2	60	20	13.4	24.1	66	48	14.5	7	20	10	3	10	255
917	7	40	30	15	11	3	7	3	5	7	7	9	5	7	7	2	2	50	17	12	19	75	48	11.5	7	20	10	3	10	255
918	8	39	28	17	18	1	3	3	7	3	7	9	5	7	7	2	2	60	22	11.1	24.6	51	12	6.4	5	26	13	5	1	390
919	7	40	16	24	13	2	3	5	5	3	9	9	5	7	7	2	2	50	17	14.2	12	46	44	12	7	24	11	3	10	295
920	8	37	23	18	14	1	3	5	5	3	7	9	5	7	7	2	2	46	19	6	19.3	50	38	11.1	7	22	11	5	1	275
923	8	39	21	19	13	3	7	5	3	7	5	9	5	7	7	1	1	40	19	3.8	7.2	44	36	4.1	7	16	8	3	10	135
929	8	39	22	17	13	3	7	5	3	7	5	9	5	7	7	1	1	40	20	4.1	5.2	37	46	5.3	7	20	10	3	10	150
930	8	37	23	18	11	3	7	5	3	7	5	5	5	1	5	1	1	44	17	6.4	21.4	79	102	14.3	7	20	10	3	11	145
931	8	36	19	23	14	2	7	5	5	7	7	9	3	7	7	2	1	45	19	5.4	6.6	34	44	6.4	7	19	8	3	10	160
932	8	36	19	21	14	3	7	5	3	7	5	5	5	1	5	2	1	50	18	4.3	5.5	26	35	3.8	7	19	10	3	10	160
933	8	35	25	17	15	3	7	5	3	7	5	5	5	1	5	2	1	45	21	7	15.5	58	84	11.7	7	20	10	3	10	170
934	8	38	29	11	12	3	7	5	3	7	7	9	5	7	5	2	1	38	18	3.7	7.8	41	56	5.8	7	19	9	3	10	115
935	7	36	20	22	18	3	7	5	5	7	7	9	5	7	5	2	1	50	16	9	15	57	72	10.1	7	20	9	3	10	245
936	8	35	20	20	13	3	7	5	5	7	7	5	5	1	5	2	2	47	21	5.9	9	41	55	7.8	7	20	10	3	10	145
940	8	39	28	13	14	2	3	3	5	3	9	5	5	1	5	2	2	60	23	15.3	20	65	52	13.4	7	20	10	3	11	240
941	7	40	16	19	13	1	3	5	5	3	5	5	5	1	5	2	2	45	18	4.8	8	39	39	5.4	7	19	9	3	10	145
943	8	40	20	15	18	3	7	3	3	7	3	9	5	1	5	2	1	45	20	3.8	3.1	26	25	3.2	7	17	9	3	10	125
944	8	37	18	18	11	3	7	3	3	7	3	9	5	1	5	2	1	40	21	2.6	4.1	22	27	2.1	7	20	9	3	10	105
945	8	40	15	25	14	3	7	5	3	7	5	7	5	1	5	2	1	52	23	13.3	15.2	39	51	10.5	7	22	13	3	10	250
947	8	39	14	23	14	3	7	5	3	7	5	7	5	1	5	1	1	45	21	5	6.1	33	40	5	7	19	8	3	10	170
957	8	34	19	22	12	3	7	3	3	7	7	9	5	7	7	2	1	53	26	3.5	9.2	42	56	6.4	7	19	8	3	14	135
958	8	39	21	21	15	3	7	3	3	7	5	9	5	7	7	1	1	46	17	9.8	17.4	48	98	5.2	7	17	8	3	10	130
960	8	36	19	23	17	3	7	3	3	7	5	9	5	7	5	2	1	60	21	9	14.3	82	58	8.7	7	20	9	3	10	150
961	8	36	15	28	14	3	7	3	3	7	7	9	5	7	5	1	1	50	21	8.9	20.4	55	49	13.6	7	22	10	3	10	215
962	8	39	30	12	13	3	7	3	3	7	9	9	5	7	5	2	2	50	21	5.4	13.4	53	50	10	7	21	10	3	10	215
963	8	39	21	21	15	2	3	3	5	3	5	9	5	7	5	2	1	60	27	10.8	21.9	53	62	14.9	7	26	11	3	11	205
965	8	39	16	21	16	3	7	5	3	7	3	9	5	1	5	1	1	32	18	2.3	4	30	17	1.7	7	17	8	3	11	205
967	7	39	31	10	17	1	3	3	5	3	7	9	5	7	5	2	2	52	22	14.7	15.7	42	44	7.6	7	23	10	5	1	195
973	8	39	21	22	15	3	7	5	3	7	5	9	5	1	5	2	1	43	16	6.2	11.4	62	64	6.6	7	19	9	3	10	140
983	8	39	21	22	15	3	7	3	3	7	7	9	3	7	5	2	1	45	17	6.8	17.3	84	105	13	7	20	9	3	10	145
985	8	40	13	29	16	1	3	3	7	3	9	9	5	7	7	2	2	70	21	31.3	36.4	70	48	21	5	26	12	5	1	410
990	8	35	25	19	15	3	7	5	3	7	5	9	5	1	5	2	2	50	18	5.3	7.7	45	35	3.7	7	20	8	3	10	90
991	8	36	19	23	18	3	7	3	3	7	5	9	5	1	5	2	2	40	22	3.6	6.9	31	23	2.7	7	20	9	3	10	160
992	8	38	17	23	18	3	7	5	3	3	3	9	5	1	5	2	2	40	17	4.2	8.9	42	48	4.8	7	20	9	3	10	110
994	8	39	22	21	16	3	7	5	3	7	3	9	5	1	5	1	1	40	18	4.2	8.3	44	36	5.1	7	17	8	3	10	140
999	8	39	21	22	16	3	7	5	3	7	3	9	5	1	5	1	1	36	14	5	5.4	40	35	3.75	7	18	9	3	10	140
1001	8	39	16	23	18	3	7	3	3	7	7	9	5	1	5	2	1	54	18	8.4	11	41	33	6.6	7	19	8	3	10	175
1002	8	39	16	23	18	3	7	3	3	7	3	9	5	1	5	2	1	42	27	3.4	1.4	7	3	0.2	7	18	8	3	10	210
1003	8	39	16	23	18	3	7	3	3	7	3	9	5	1	5	2	1	40	22	3	2.3	8	11	1.1	7	16	8	3	10	120
1005	8	39	16	23	18	3	7	5	3	7	5	7	5	7	5	2	1	40	18	4.1	8.7	57	66	5.7	7	17	7	3	10	105
1007	8	39	21	21	18	3	7	5	3	7	3	9	5	1	5	1	1	32	17	3.2	2.2	19	20	1.7	7	15	8	3	10	120
1008	8	39	21	21	14	3	7	7	5	7	9	7	5	1	5	2	1	70	37	6.8	12.5	38	48	6.6	7	20	10	3	10	155
1009	8	39	16	23	18	3	7	5	3	7	5	7	5	1	5	1	1	40	25	1.9	2.6	19	15	1.2	7	19	8	3	10	170
1010	8	39	21	17	10	3	7	5	3	7	7	7	5	1	5	1	2	40	23	2.9	3.5	29	30	2.6	7	19	9	3	10	100
1011	8	40	15	23	18	3	7	5	3	7	5	7	5	1	5	2	1	34	20	2.5	5.3	28	24	3.7	7	17	7	3	10	140
1012	8	39	22	19	15	3	7	7	5	7	9	7	5	1	5	2	1	55	26	9.1	12.2	48	69	10.5	7	21	7	3	10	160
1013	8	39	21	18	15	3	7	7	3	7	7	7	5	1	5	2	1	50	26	6.3	7	40	50	6	7	21	8	3	10	140
1014	8	36	19	23	17	3	7	5	3	7	5	7	5	1	5	1	1	40	23	3.2	1.7	12	8	0.6	7	18	9	3	10	130
1016	8	35	20	23	17	3	7	5	3	7	3	7	5	1	5	1	1	40	22	3.7	6.5	40	52	4.5	7	19	9	3	10	115
1019	9	40	19	21	17	3	7	3	3	7	3	7	5	1	5	2	2	37	20	2.6	3.9	23	23	6	7	17	7	3	10	140
1032	8	35	20	23	17	3	7	5	3	7	5	5	5	1	5	2	1	30	20	2.8	3.9	23	22	1.8	7	17	10	3	10	135
1033	8	37	23	21	17	3	7	5	3	7	3	7	5	1	5	1	2	45	21	7.8	15.1	76	85	9.4	7	20	9	3	10	135
1039	8	39	16	23	16	3	7	5	3	7	3	7	5	1	5	2	1	42	16	2.7	4.8	25	30	3.1	7	20	9	3	10	140
1171	9	59	13	7	6	1	3	3	5	3	9	9	3	7	7	2	1	60	26	65.7	25	60	54	12.2	7	25	13	5	1	220
1179	8	37	36	8	16	1	3	3	7	3	7	9	3	7	7	2	2	58	21	17.1	31.8	54	44	14.9	7	25	12	5	1	355
1214	8	37	23	19	19	2	3	7	5	3	5	7	5	1	5	1	2	60	22	16	23.6	72	82	16	7	20	11	3	11	210
1230	13	44	44	5	7	1	3	3	5	3	7	7	5	1	5	1	1	58	31	18.2	23.3	59	60	16.8	7	21	11	5	1	255
1243	8	44	16	20	16	3	7	7	5	7	9	5	5	1	5	2	2	65	30	42	67.3	54	55	18	7	23	11	3	10	305
1252	8	39	34	8	14	1	3	5	5	3	7	7	5	1	5	1	2	65	29	14.2	14.3	42	45	8.6	7	20	9	5	1	230
1286	8	45	36	8	9	1	3	5	5	3	9	5	5	1	5	1	2	70	26	50.6	30.3	70	68	20.7	7	24	12	3	1	330
1481	8	46	38	3	11	1	3	7	7	3	9	9	5	7	7	2	1	77	30	74.6	29.7	64	44	19.4	5	25	14	5	1	370
2296	9	39	27	1	14	1	3	5	5	3	9	9	5	1	5	1	2	66	27	30.9	42.3	64	53	19.5	5	25	14	5	1	355
344	8	38	26	18	17	1	3	3	5	3	7	9	5	1	7	1	2	52	13	32.7	42.2	123	145	21.9	7	21	11	5	1	222
347	8	39	14	28	15	2	3	3	5	3	9	9	5	1	5	2	2	53	14	47.1	87	167	131	29.2	7	25	13	3	11	278
348	11	47	16	15	17	1	3	3	5	3	7	9	3	7	7	1	1	30	14	16.1	12.4	14	12	2.3	7	20	12	5	1	240
349a	8	39	25	17	15	2	3	3	5	3	5	9	5	1	1	2	2	56	21	40.3	90.4	216	211	49.8	7	21	11	3	11	250
349b	13	42	19	14	15	2	3	3	5	3	9	9	5	1	5	2	2	50	24	20.3	63.8	146	64	14.4	7	22	12	3	11	225
350	8	38	26	17	19	3	3	3	5	3	5	7	5	1	5	2	2	55	15	30.1	24.9	73	85	16.7	7	17	8	3	10	200
351	8	38	22	22	14	2	3	3	5	3	5	9	5	1	5	2	2	60	18	46.3	52.8	105	85	29.5	7	23	11	5	11	365
352	8	41	23	18	18	2	3	3	5	3	9	9	5	1	5	1	2	63	30	43.1	36.4	83	78	23.5	7	22	10	3	11	305
353	10	37	13	22	7	2	5	1	5	7	7	9	5	1	7	1	1	46	16	22.2	52.3	115	116	29.2	7	21	11	3	11	215
354	10	37	14	27	18	3	5	3	5	7	7	9	5	1	5	1	1	56	20	39.1	49.2	136	133	26.4	7	18	8	3	10	210
355	10	36	32	12	19	2	3	3	5	3	9	7	3	1	5	1	1	51	19	43.3	70.6	198	188	36.6	7	20	10	5	2	205
356	8	36	16	29	15	3	3	3	5	3	5	7	5	1	5	2	2	52	21	22.5	25.2	56	49	11.6	7	22	10	3	10	205
361	8	39	13	28	17	2	3	5	5	3	9	9	5	3	5	2	2	60	26	20.2	32.7	66	71	18.4	7	22	11	5	10	210
362	8	39	14	27	13	1	3	5	7	3	7	7	5	1	5	2	2	63	30	37.3	30.1	65	48	22.2	5	26	13	3	1	315
364	8	37	16	28	14	2	3	3	5	3	5	7	5	1	5	1	2	57	25	26.8	33.6	77	76	19.5	7	24	10	3	11	230
365	8	39	14	28	17	1	3	3	5	3	9	9	5	1	5	1	2	55	19	48	60.3	106	92	18.4	7	23	11	5	1	205
590	8	39	13	29	17	1	3	3	7	3	9	9	5	1	5	1	2	70	25	38.7	29.5	50	53	17.6	5	25	13	3	1	385
593	7	40	14	26	10	2	3	5	5	3	9	9	7	1	5	1	2	60	26	29.4	41.1	51	46	12.4	7	21	10	3	10	270
596	8	39	14	28	15	1	3	3	5	3	9	9	7	1	7	1	2	62	17	62.7	86.1	129	77	31.7	7	24	12	3	11	375
599	8	39	14	28	17	1	3	1	7	3	5	9	7	1	7	2	2	65	27	31.7	24.1	34	37	12	5	24	14	5	1	340
600	9	35	17	26	13	1	3	3	7	3	7	9	7	1	7	1	2	62	27	20.1	20	63	55	18.3	7	22	11	3	1	325
603	8	45	8	28	15	1	3	3	7	3	7	9	7	1	7	1	2	70	25	83.1	49	71	75	25.8	7	23	12	3	2	380
606	8	40	13	27	12	1	3	1	5	3	7	7	7	1	7	1	2	61	30	44.2	56.1	133	181	40.9	7	20	10	5	1	240
608	8	32	21	27	14	1	3	3	5	3	5	3	7	1	7	2	2	50	22	12.1	21.4	38	27	12	7	22	8	3	1	310
611	8	35	18	28	16	2	3	1	3	3	5	7	7	1	7	2	2	52	20	28.3	25.1	60	54	13.9	7	16	7	3	11	220
793	8	39	14	27	15	3	3	5	5	3	9	7	7	7	7	1	2	52	20	45.6	82.3	167	176	46.8	7	22	10	3	11	250
856	9	38	16	24	12	3	5	5	5	7	5	9	7	1	5	2	2	50	20	23.8	18.4	69	49	12.2	7	22	12	3	11	305
857	8	39	14	28	15	1	3	7	5	3	9	5	7	1	5	1	2	60	30	28.3	32	55	44	20.5	5	30	13	5	1	350
863	8	39	14	30	18	1	3	5	5	3	5	7	3	7	7	1	2	60	21	26.7	26.1	107	80	10.5	7	20	12	5	1	160
866	8	37	16	29	14	1	3	5	5	3	3	9	3	7	5	2	1	55	22	25.8	15.8	58	25	6.1	5	24	13	5	1	230
868	8	37	16	29	14	1	3	3	5	3	3	9	3	7	5	2	1	50	17	27.2	21.8	85	92	12.3	5	23	13	5	1	210
871	8	39	13	30	16	1	3	3	7	3	3	9	3	1	5	2	1	56	20	24.2	10.1	21	14	3	5	30	15	3	10	265
872	8	39	14	28	16	3	3	5	5	3	3	3	5	7	5	2	2	57	23	20.1	23.4	69	57	11	7	20	9	3	11	215
874	8	39	39	9	16	2	3	3	5	3	3	3	5	7	7	1	1	55	17	30.6	21.3	49	44	6.5	5	25	13	3	11	180
882	8	39	13	28	15	1	3	5	5	3	3	7	5	1	5	2	1	50	23	12.1	15.2	33	17	3.5	5	25	13	7	4	225
883	8	39	14	29	16	1	3	3	5	3	5	3	5	7	5	1	2	53	22	24.7	24	69	56	11.3	7	20	10	5	1	245
896	8	39	40	3	19	2	5	3	5	7	5	3	5	3	7	1	2	70	25	15.2	17.9	40	24	3.8	7	22	12	3	10	240
897	8	35	40	6	8	2	3	5	5	3	3	3	5	7	5	2	1	50	30	7	1.8	9	9	0.9	7	21	11	3	10	190
1558	8	39	14	28	15	1	3	3	7	3	3	3	5	1	5	2	1	63	27	27.3	14.4	47	35	10.9	5	25	13	5	1	300
2340	8	46	10	26	17	1	3	3	5	3	9	3	3	1	5	1	1	75	25	87.6	39.6	77	69	23	7	24	12	3	1	330
2341	8	42	10	29	15	1	3	3	5	3	7	5	5	1	5	1	2	75	20	42.2	66.2	113	112	34.9	7	25	11	3	1	310
2374	8	39	13	27	12	1	3	3	5	3	3	7	3	7	5	1	1	62	26	34.1	11.4	22	13	3	5	25	14	3	1	270
2394	9	38	13	30	15	1	3	3	5	3	3	7	3	1	7	2	1	63	24	34.4	19.4	54	28	8.9	7	23	10	3	1	305
2399	9	38	13	30	16	1	3	3	5	3	3	7	7	1	7	2	1	70	25	21.4	34.7	33	17	6.7	5	26	15	3	1	300
2412	8	40	12	30	18	1	3	3	5	3	5	7	7	1	5	1	2	71	35	76.2	54	79	75	27.6	7	24	12	3	1	280
2413	8	39	13	30	16	1	3	5	5	3	3	7	7	1	5	1	1	55	26	34	9	20	18	4	5	25	14	3	1	340
2438	8	36	16	30	17	1	3	7	5	3	5	9	3	1	5	1	2	70	30	45.1	18	60	42	11.3	7	21	11	3	1	280
2493	8	37	16	29	17	1	3	3	7	3	5	5	5	1	5	2	1	67	24	69	34.1	72	56	26.2	5	25	12	3	1	380
3055	8	38	15	29	18	1	3	3	5	3	3	5	5	1	5	2	1	65	30	31.6	22.1	40	27	8.5	7	22	11	3	1	290
3083	8	38	16	28	16	1	3	7	5	3	7	5	5	1	5	1	2	90	40	95.3	32.2	79	55	23.7	5	24	13	7	1	380
3200	9	37	14	27	16	1	3	3	5	3	5	9	7	7	7	1	1	60	21	28.2	14.8	43	24	5.4	7	24	12	5	1	245
3264	8	39	13	27	16	1	3	3	5	3	3	9	7	7	7	1	1	61	27	29	8.3	37	17	5.5	7	22	10	3	1	350
3271	8	39	13	31	16	1	3	3	7	3	5	5	7	7	5	2	1	70	20	74.9	40.2	95	48	15.1	5	24	14	3	1	315
3273	8	39	14	29	18	1	3	3	7	3	5	9	5	7	5	1	2	65	26	50.3	16.9	39	30	12.6	7	22	13	3	1	390
3274	8	39	14	30	17	1	3	3	5	3	5	7	5	7	5	1	2	52	25	38.6	26.1	21	19	5.5	5	25	14	3	1	365
3275	8	39	14	30	17	1	3	3	7	3	5	9	5	7	5	2	1	73	28	46.2	16.2	51	48	15.1	7	21	10	3	1	310
3293	8	38	15	28	19	1	3	3	7	3	3	9	5	7	5	1	1	70	23	46.1	43	42	29	8	5	26	13	3	1	395
3428	8	39	14	28	12	1	3	5	5	3	5	7	3	7	5	1	2	52	22	11.1	9.1	29	19	7.5	7	22	12	3	1	255
3438	8	39	14	29	7	1	3	3	5	3	5	7	5	7	5	2	1	62	26	32.5	5.7	18	8	6.1	5	23	13	3	1	340
3439	8	40	13	28	13	1	3	7	7	3	9	5	5	1	5	1	2	75	43	29.1	24.3	40	37	14.5	7	27	14	3	1	360
3462	8	39	14	29	18	1	3	3	5	3	7	9	7	7	7	2	1	57	27	23.8	29.3	39	37	9.1	7	24	12	3	1	205
3473	8	39	14	29	18	1	3	3	5	3	7	9	7	7	7	2	1	60	20	35.3	27	58	46	18	5	26	13	3	1	345
3516	8	39	14	29	15	1	3	5	5	3	5	9	7	7	7	2	1	62	25	25.6	11	42	26	6.5	7	21	10	3	1	275
3517	8	39	14	29	16	1	3	3	5	3	7	9	7	7	7	2	1	60	20	36.3	37.7	88	46	20.7	7	26	12	3	1	385
3519	8	39	14	27	14	1	3	1	5	3	5	9	7	7	7	2	1	53	22	21.5	32.9	65	55	22.5	7	22	12	3	1	300
3521	9	38	14	30	19	1	3	3	5	3	5	9	7	7	5	2	2	60	20	35.2	29.4	71	42	16.2	7	22	12	3	1	320
3529	8	35	19	28	18	1	3	3	5	3	5	9	7	7	5	2	2	61	29	33.3	25.1	52	46	15.9	7	21	11	3	1	355
3530	8	38	15	29	18	1	3	3	5	3	5	9	7	7	5	1	2	60	19	30	25.5	62	59	15.1	7	22	11	3	1	245
3563	8	47	6	29	19	1	3	3	5	3	7	9	5	7	5	1	2	60	27	64.8	39.4	82	63	32.7	5	25	12	3	1	400
3570	8	39	14	29	17	1	3	3	5	3	5	9	5	7	5	1	2	60	17	37.4	25	79	56	18.4	7	24	11	3	1	460
3571	8	39	14	27	15	1	3	1	5	3	5	9	5	7	5	2	1	60	17	30.9	94.9	115	86	46.4	5	27	14	3	1	440
3572	8	39	14	27	17	1	3	1	5	3	5	9	7	7	7	1	1	51	20	41.7	75.7	111	70	36.2	5	25	12	3	1	465
3593	9	38	14	27	16	1	3	1	5	3	7	9	7	7	5	1	2	56	20	17.2	13.9	43	29	6.6	7	22	11	3	1	395
3594	8	39	14	28	14	1	3	1	5	3	5	9	7	7	5	1	2	57	25	11.7	20.6	36	38	12.6	7	24	12	3	1	390
3595	8	39	14	30	14	1	3	1	7	3	5	9	5	7	5	1	2	60	20	13.8	21.4	42	37	16.1	7	22	11	3	1	410
3597	8	39	13	31	16	1	3	3	7	3	7	9	7	1	7	2	2	70	23	44.5	51.5	67	56	23	7	25	13	3	1	335
3598	8	39	14	28	9	1	3	3	7	3	5	9	5	7	7	2	2	66	23	38.5	37.2	77	50	18.4	7	22	12	3	1	280
25	8	40	27	15	14	2	3	5	5	3	5	9	7	1	7	1	1	47	17	8.9	13.2	79	60	6.8	7	18	10	3	4	115
224	8	40	13	27	13	1	3	7	5	3	9	9	3	7	5	1	2	65	22	17.9	16.3	30	31	9	7	23	12	3	10	300
644	8	40	14	25	15	2	3	5	5	3	7	9	5	7	7	2	2	50	19	14.6	18.9	70	42.5	7.1	7	21	10	5	1	155
865	8	39	27	17	19	3	3	5	3	7	3	7	3	7	7	1	1	55	25	26.5	21	76	48	13.5	5	23	13	5	1	265
3298	8	39	14	29	16	1	3	3	7	3	5	9	5	7	5	1	1	55	23	23.4	26.8	60	58	17.6	5	25	13	3	1	350
455a	8	39	13	28	15	3	3	5	5	3	3	9	5	7	7	2	1	45	26	10.4	2.8	10	8	2.2	7	20	10	3	10	240
455b	8	42	11	27	15	2	3	5	5	3	3	9	5	7	7	1	1	40.5	20.5	19.95	9.25	27	21.5	4.15	7	20	10	3	10	210
